filename,width,height,class,xmin,ymin,xmax,ymax
mam_F_R_oly_2X_149.jpg,1024,1360,0,558,324,588,354
mam_F_R_oly_2X_149.jpg,1024,1360,1,579,399,609,429
mam_F_R_oly_2X_149.jpg,1024,1360,2,497,352,527,382
mam_F_R_oly_2X_149.jpg,1024,1360,3,460,325,490,355
mam_F_R_oly_2X_149.jpg,1024,1360,4,445,397,475,427
mam_F_R_oly_2X_149.jpg,1024,1360,5,426,347,456,377
mam_F_R_oly_2X_149.jpg,1024,1360,6,981,576,1011,606
mam_F_R_oly_2X_149.jpg,1024,1360,7,933,627,963,657
mam_F_R_oly_2X_149.jpg,1024,1360,8,662,486,692,516
mam_F_R_oly_2X_149.jpg,1024,1360,9,465,385,495,415
mam_F_R_oly_2X_149.jpg,1024,1360,10,907,438,937,468
mam_F_R_oly_2X_149.jpg,1024,1360,11,669,627,699,657
mam_F_R_oly_2X_149.jpg,1024,1360,12,449,289,479,319
mam_F_R_oly_2X_149.jpg,1024,1360,13,570,412,600,442
mam_F_R_oly_2X_149.jpg,1024,1360,14,631,523,661,553
mam_F_R_oly_2X_150.jpg,1024,1360,0,522,326,552,356
mam_F_R_oly_2X_150.jpg,1024,1360,1,559,407,589,437
mam_F_R_oly_2X_150.jpg,1024,1360,2,471,375,501,405
mam_F_R_oly_2X_150.jpg,1024,1360,3,415,356,445,386
mam_F_R_oly_2X_150.jpg,1024,1360,4,417,431,447,461
mam_F_R_oly_2X_150.jpg,1024,1360,5,385,378,415,408
mam_F_R_oly_2X_150.jpg,1024,1360,6,985,568,1015,598
mam_F_R_oly_2X_150.jpg,1024,1360,7,661,481,691,511
mam_F_R_oly_2X_150.jpg,1024,1360,8,434,417,464,447
mam_F_R_oly_2X_150.jpg,1024,1360,9,914,377,944,407
mam_F_R_oly_2X_150.jpg,1024,1360,10,710,632,740,662
mam_F_R_oly_2X_150.jpg,1024,1360,11,395,315,425,345
mam_F_R_oly_2X_150.jpg,1024,1360,12,551,425,581,455
mam_F_R_oly_2X_150.jpg,1024,1360,13,637,527,667,557
mam_F_R_oly_2X_2.jpg,1024,1360,0,510,346,540,376
mam_F_R_oly_2X_2.jpg,1024,1360,1,554,419,584,449
mam_F_R_oly_2X_2.jpg,1024,1360,2,472,397,502,427
mam_F_R_oly_2X_2.jpg,1024,1360,3,417,384,447,414
mam_F_R_oly_2X_2.jpg,1024,1360,4,419,454,449,484
mam_F_R_oly_2X_2.jpg,1024,1360,5,388,408,418,438
mam_F_R_oly_2X_2.jpg,1024,1360,6,1002,501,1023,531
mam_F_R_oly_2X_2.jpg,1024,1360,7,970,562,1000,592
mam_F_R_oly_2X_2.jpg,1024,1360,8,668,488,698,518
mam_F_R_oly_2X_2.jpg,1024,1360,9,435,442,465,472
mam_F_R_oly_2X_2.jpg,1024,1360,10,897,382,927,412
mam_F_R_oly_2X_2.jpg,1024,1360,11,709,624,739,654
mam_F_R_oly_2X_2.jpg,1024,1360,12,416,348,446,378
mam_F_R_oly_2X_2.jpg,1024,1360,13,550,438,580,468
mam_F_R_oly_2X_2.jpg,1024,1360,14,642,533,672,563
mam_F_R_oly_2X_20.jpg,1024,1360,0,508,341,538,371
mam_F_R_oly_2X_20.jpg,1024,1360,1,549,419,579,449
mam_F_R_oly_2X_20.jpg,1024,1360,2,470,392,500,422
mam_F_R_oly_2X_20.jpg,1024,1360,3,408,370,438,400
mam_F_R_oly_2X_20.jpg,1024,1360,4,411,446,441,476
mam_F_R_oly_2X_20.jpg,1024,1360,5,383,393,413,423
mam_F_R_oly_2X_20.jpg,1024,1360,6,1000,514,1023,544
mam_F_R_oly_2X_20.jpg,1024,1360,7,965,575,995,605
mam_F_R_oly_2X_20.jpg,1024,1360,8,646,491,676,521
mam_F_R_oly_2X_20.jpg,1024,1360,9,427,432,457,462
mam_F_R_oly_2X_20.jpg,1024,1360,10,902,388,932,418
mam_F_R_oly_2X_20.jpg,1024,1360,11,696,640,726,670
mam_F_R_oly_2X_20.jpg,1024,1360,12,413,331,443,361
mam_F_R_oly_2X_20.jpg,1024,1360,13,541,436,571,466
mam_F_R_oly_2X_20.jpg,1024,1360,14,625,537,655,567
mam_F_R_oly_2X_22.jpg,1024,1360,0,514,361,544,391
mam_F_R_oly_2X_22.jpg,1024,1360,1,561,434,591,464
mam_F_R_oly_2X_22.jpg,1024,1360,2,479,409,509,439
mam_F_R_oly_2X_22.jpg,1024,1360,3,422,393,452,423
mam_F_R_oly_2X_22.jpg,1024,1360,4,426,462,456,492
mam_F_R_oly_2X_22.jpg,1024,1360,5,393,412,423,442
mam_F_R_oly_2X_22.jpg,1024,1360,6,996,524,1023,554
mam_F_R_oly_2X_22.jpg,1024,1360,7,965,583,995,613
mam_F_R_oly_2X_22.jpg,1024,1360,8,669,503,699,533
mam_F_R_oly_2X_22.jpg,1024,1360,9,441,450,471,480
mam_F_R_oly_2X_22.jpg,1024,1360,10,898,405,928,435
mam_F_R_oly_2X_22.jpg,1024,1360,11,702,640,732,670
mam_F_R_oly_2X_22.jpg,1024,1360,12,424,355,454,385
mam_F_R_oly_2X_22.jpg,1024,1360,13,553,451,583,481
mam_F_R_oly_2X_22.jpg,1024,1360,14,643,549,673,579
mam_F_R_oly_2X_23.jpg,1024,1360,0,496,341,526,371
mam_F_R_oly_2X_23.jpg,1024,1360,1,542,418,572,448
mam_F_R_oly_2X_23.jpg,1024,1360,2,454,393,484,423
mam_F_R_oly_2X_23.jpg,1024,1360,3,393,374,423,404
mam_F_R_oly_2X_23.jpg,1024,1360,4,398,448,428,478
mam_F_R_oly_2X_23.jpg,1024,1360,5,368,397,398,427
mam_F_R_oly_2X_23.jpg,1024,1360,6,996,506,1023,536
mam_F_R_oly_2X_23.jpg,1024,1360,7,965,567,995,597
mam_F_R_oly_2X_23.jpg,1024,1360,8,652,488,682,518
mam_F_R_oly_2X_23.jpg,1024,1360,9,416,436,446,466
mam_F_R_oly_2X_23.jpg,1024,1360,10,897,384,927,414
mam_F_R_oly_2X_23.jpg,1024,1360,11,692,633,722,663
mam_F_R_oly_2X_23.jpg,1024,1360,12,397,336,427,366
mam_F_R_oly_2X_23.jpg,1024,1360,13,533,435,563,465
mam_F_R_oly_2X_23.jpg,1024,1360,14,629,538,659,568
mam_F_R_oly_2X_26.jpg,1024,1360,0,514,361,544,391
mam_F_R_oly_2X_26.jpg,1024,1360,1,561,437,591,467
mam_F_R_oly_2X_26.jpg,1024,1360,2,471,411,501,441
mam_F_R_oly_2X_26.jpg,1024,1360,3,417,396,447,426
mam_F_R_oly_2X_26.jpg,1024,1360,4,422,470,452,500
mam_F_R_oly_2X_26.jpg,1024,1360,5,393,418,423,448
mam_F_R_oly_2X_26.jpg,1024,1360,6,975,585,1005,615
mam_F_R_oly_2X_26.jpg,1024,1360,7,669,508,699,538
mam_F_R_oly_2X_26.jpg,1024,1360,8,438,456,468,486
mam_F_R_oly_2X_26.jpg,1024,1360,9,909,401,939,431
mam_F_R_oly_2X_26.jpg,1024,1360,10,712,654,742,684
mam_F_R_oly_2X_26.jpg,1024,1360,11,417,357,447,387
mam_F_R_oly_2X_26.jpg,1024,1360,12,553,454,583,484
mam_F_R_oly_2X_26.jpg,1024,1360,13,643,557,673,587
mam_F_R_oly_2X_27.jpg,1024,1360,0,517,358,547,388
mam_F_R_oly_2X_27.jpg,1024,1360,1,559,435,589,465
mam_F_R_oly_2X_27.jpg,1024,1360,2,476,407,506,437
mam_F_R_oly_2X_27.jpg,1024,1360,3,422,391,452,421
mam_F_R_oly_2X_27.jpg,1024,1360,4,423,461,453,491
mam_F_R_oly_2X_27.jpg,1024,1360,5,392,411,422,441
mam_F_R_oly_2X_27.jpg,1024,1360,6,995,526,1023,556
mam_F_R_oly_2X_27.jpg,1024,1360,7,962,589,992,619
mam_F_R_oly_2X_27.jpg,1024,1360,8,657,503,687,533
mam_F_R_oly_2X_27.jpg,1024,1360,9,438,450,468,480
mam_F_R_oly_2X_27.jpg,1024,1360,10,902,407,932,437
mam_F_R_oly_2X_27.jpg,1024,1360,11,696,648,726,678
mam_F_R_oly_2X_27.jpg,1024,1360,12,424,348,454,378
mam_F_R_oly_2X_27.jpg,1024,1360,13,551,450,581,480
mam_F_R_oly_2X_27.jpg,1024,1360,14,634,554,664,584
mam_F_R_oly_2X_28.jpg,1024,1360,0,504,365,534,395
mam_F_R_oly_2X_28.jpg,1024,1360,1,552,440,582,470
mam_F_R_oly_2X_28.jpg,1024,1360,2,466,415,496,445
mam_F_R_oly_2X_28.jpg,1024,1360,3,406,400,436,430
mam_F_R_oly_2X_28.jpg,1024,1360,4,413,467,443,497
mam_F_R_oly_2X_28.jpg,1024,1360,5,381,421,411,451
mam_F_R_oly_2X_28.jpg,1024,1360,6,1002,525,1023,555
mam_F_R_oly_2X_28.jpg,1024,1360,7,969,591,999,621
mam_F_R_oly_2X_28.jpg,1024,1360,8,661,509,691,539
mam_F_R_oly_2X_28.jpg,1024,1360,9,426,458,456,488
mam_F_R_oly_2X_28.jpg,1024,1360,10,893,400,923,430
mam_F_R_oly_2X_28.jpg,1024,1360,11,694,650,724,680
mam_F_R_oly_2X_28.jpg,1024,1360,12,411,360,441,390
mam_F_R_oly_2X_28.jpg,1024,1360,13,547,455,577,485
mam_F_R_oly_2X_28.jpg,1024,1360,14,633,555,663,585
mam_F_R_oly_2X_3.jpg,1024,1360,0,510,356,540,386
mam_F_R_oly_2X_3.jpg,1024,1360,1,555,427,585,457
mam_F_R_oly_2X_3.jpg,1024,1360,2,474,405,504,435
mam_F_R_oly_2X_3.jpg,1024,1360,3,419,389,449,419
mam_F_R_oly_2X_3.jpg,1024,1360,4,422,458,452,488
mam_F_R_oly_2X_3.jpg,1024,1360,5,393,409,423,439
mam_F_R_oly_2X_3.jpg,1024,1360,6,984,518,1014,548
mam_F_R_oly_2X_3.jpg,1024,1360,7,951,575,981,605
mam_F_R_oly_2X_3.jpg,1024,1360,8,649,494,679,524
mam_F_R_oly_2X_3.jpg,1024,1360,9,438,444,468,474
mam_F_R_oly_2X_3.jpg,1024,1360,10,882,396,912,426
mam_F_R_oly_2X_3.jpg,1024,1360,11,692,630,722,660
mam_F_R_oly_2X_3.jpg,1024,1360,12,421,353,451,383
mam_F_R_oly_2X_3.jpg,1024,1360,13,547,442,577,472
mam_F_R_oly_2X_3.jpg,1024,1360,14,630,537,660,567
mam_F_R_oly_2X_32.jpg,1024,1360,0,533,356,563,386
mam_F_R_oly_2X_32.jpg,1024,1360,1,568,424,598,454
mam_F_R_oly_2X_32.jpg,1024,1360,2,501,401,531,431
mam_F_R_oly_2X_32.jpg,1024,1360,3,450,388,480,418
mam_F_R_oly_2X_32.jpg,1024,1360,4,454,450,484,480
mam_F_R_oly_2X_32.jpg,1024,1360,5,425,407,455,437
mam_F_R_oly_2X_32.jpg,1024,1360,6,973,490,1003,520
mam_F_R_oly_2X_32.jpg,1024,1360,7,947,548,977,578
mam_F_R_oly_2X_32.jpg,1024,1360,8,667,484,697,514
mam_F_R_oly_2X_32.jpg,1024,1360,9,466,438,496,468
mam_F_R_oly_2X_32.jpg,1024,1360,10,866,385,896,415
mam_F_R_oly_2X_32.jpg,1024,1360,11,711,609,741,639
mam_F_R_oly_2X_32.jpg,1024,1360,12,454,351,484,381
mam_F_R_oly_2X_32.jpg,1024,1360,13,564,437,594,467
mam_F_R_oly_2X_32.jpg,1024,1360,14,647,523,677,553
mam_F_R_oly_2X_33.jpg,1024,1360,0,511,352,541,382
mam_F_R_oly_2X_33.jpg,1024,1360,1,557,425,587,455
mam_F_R_oly_2X_33.jpg,1024,1360,2,471,399,501,429
mam_F_R_oly_2X_33.jpg,1024,1360,3,413,384,443,414
mam_F_R_oly_2X_33.jpg,1024,1360,4,420,456,450,486
mam_F_R_oly_2X_33.jpg,1024,1360,5,391,407,421,437
mam_F_R_oly_2X_33.jpg,1024,1360,6,1004,516,1023,546
mam_F_R_oly_2X_33.jpg,1024,1360,7,968,579,998,609
mam_F_R_oly_2X_33.jpg,1024,1360,8,664,495,694,525
mam_F_R_oly_2X_33.jpg,1024,1360,9,433,442,463,472
mam_F_R_oly_2X_33.jpg,1024,1360,10,901,395,931,425
mam_F_R_oly_2X_33.jpg,1024,1360,11,694,638,724,668
mam_F_R_oly_2X_33.jpg,1024,1360,12,421,347,451,377
mam_F_R_oly_2X_33.jpg,1024,1360,13,551,442,581,472
mam_F_R_oly_2X_33.jpg,1024,1360,14,637,544,667,574
mam_F_R_oly_2X_37.jpg,1024,1360,0,520,355,550,385
mam_F_R_oly_2X_37.jpg,1024,1360,1,559,427,589,457
mam_F_R_oly_2X_37.jpg,1024,1360,2,480,400,510,430
mam_F_R_oly_2X_37.jpg,1024,1360,3,426,385,456,415
mam_F_R_oly_2X_37.jpg,1024,1360,4,427,447,457,477
mam_F_R_oly_2X_37.jpg,1024,1360,5,402,402,432,432
mam_F_R_oly_2X_37.jpg,1024,1360,6,992,508,1022,538
mam_F_R_oly_2X_37.jpg,1024,1360,7,965,574,995,604
mam_F_R_oly_2X_37.jpg,1024,1360,8,656,494,686,524
mam_F_R_oly_2X_37.jpg,1024,1360,9,444,444,474,474
mam_F_R_oly_2X_37.jpg,1024,1360,10,889,397,919,427
mam_F_R_oly_2X_37.jpg,1024,1360,11,701,635,731,665
mam_F_R_oly_2X_37.jpg,1024,1360,12,431,346,461,376
mam_F_R_oly_2X_37.jpg,1024,1360,13,555,443,585,473
mam_F_R_oly_2X_37.jpg,1024,1360,14,635,541,665,571
mam_F_R_oly_2X_38.jpg,1024,1360,0,485,378,515,408
mam_F_R_oly_2X_38.jpg,1024,1360,1,531,451,561,481
mam_F_R_oly_2X_38.jpg,1024,1360,2,448,423,478,453
mam_F_R_oly_2X_38.jpg,1024,1360,3,394,414,424,444
mam_F_R_oly_2X_38.jpg,1024,1360,4,397,478,427,508
mam_F_R_oly_2X_38.jpg,1024,1360,5,368,428,398,458
mam_F_R_oly_2X_38.jpg,1024,1360,6,960,532,990,562
mam_F_R_oly_2X_38.jpg,1024,1360,7,927,595,957,625
mam_F_R_oly_2X_38.jpg,1024,1360,8,626,518,656,548
mam_F_R_oly_2X_38.jpg,1024,1360,9,411,464,441,494
mam_F_R_oly_2X_38.jpg,1024,1360,10,856,414,886,444
mam_F_R_oly_2X_38.jpg,1024,1360,11,670,657,700,687
mam_F_R_oly_2X_38.jpg,1024,1360,12,396,375,426,405
mam_F_R_oly_2X_38.jpg,1024,1360,13,523,466,553,496
mam_F_R_oly_2X_38.jpg,1024,1360,14,607,565,637,595
mam_F_R_oly_2X_4.jpg,1024,1360,0,505,371,535,401
mam_F_R_oly_2X_4.jpg,1024,1360,1,548,439,578,469
mam_F_R_oly_2X_4.jpg,1024,1360,2,475,420,505,450
mam_F_R_oly_2X_4.jpg,1024,1360,3,417,407,447,437
mam_F_R_oly_2X_4.jpg,1024,1360,4,422,473,452,503
mam_F_R_oly_2X_4.jpg,1024,1360,5,392,425,422,455
mam_F_R_oly_2X_4.jpg,1024,1360,6,975,506,1005,536
mam_F_R_oly_2X_4.jpg,1024,1360,7,949,569,979,599
mam_F_R_oly_2X_4.jpg,1024,1360,8,651,505,681,535
mam_F_R_oly_2X_4.jpg,1024,1360,9,435,459,465,489
mam_F_R_oly_2X_4.jpg,1024,1360,10,873,397,903,427
mam_F_R_oly_2X_4.jpg,1024,1360,11,692,637,722,667
mam_F_R_oly_2X_4.jpg,1024,1360,12,418,367,448,397
mam_F_R_oly_2X_4.jpg,1024,1360,13,542,456,572,486
mam_F_R_oly_2X_4.jpg,1024,1360,14,631,550,661,580
mam_F_R_oly_2X_42.jpg,1024,1360,0,527,363,557,393
mam_F_R_oly_2X_42.jpg,1024,1360,1,568,434,598,464
mam_F_R_oly_2X_42.jpg,1024,1360,2,486,408,516,438
mam_F_R_oly_2X_42.jpg,1024,1360,3,433,394,463,424
mam_F_R_oly_2X_42.jpg,1024,1360,4,437,461,467,491
mam_F_R_oly_2X_42.jpg,1024,1360,5,407,416,437,446
mam_F_R_oly_2X_42.jpg,1024,1360,6,986,519,1016,549
mam_F_R_oly_2X_42.jpg,1024,1360,7,954,578,984,608
mam_F_R_oly_2X_42.jpg,1024,1360,8,666,503,696,533
mam_F_R_oly_2X_42.jpg,1024,1360,9,451,452,481,482
mam_F_R_oly_2X_42.jpg,1024,1360,10,888,402,918,432
mam_F_R_oly_2X_42.jpg,1024,1360,11,703,640,733,670
mam_F_R_oly_2X_42.jpg,1024,1360,12,436,355,466,385
mam_F_R_oly_2X_42.jpg,1024,1360,13,560,451,590,481
mam_F_R_oly_2X_42.jpg,1024,1360,14,645,548,675,578
mam_F_R_oly_2X_43.jpg,1024,1360,0,527,335,557,365
mam_F_R_oly_2X_43.jpg,1024,1360,1,563,411,593,441
mam_F_R_oly_2X_43.jpg,1024,1360,2,484,380,514,410
mam_F_R_oly_2X_43.jpg,1024,1360,3,436,364,466,394
mam_F_R_oly_2X_43.jpg,1024,1360,4,432,433,462,463
mam_F_R_oly_2X_43.jpg,1024,1360,5,404,383,434,413
mam_F_R_oly_2X_43.jpg,1024,1360,6,992,507,1022,537
mam_F_R_oly_2X_43.jpg,1024,1360,7,958,571,988,601
mam_F_R_oly_2X_43.jpg,1024,1360,8,657,484,687,514
mam_F_R_oly_2X_43.jpg,1024,1360,9,448,422,478,452
mam_F_R_oly_2X_43.jpg,1024,1360,10,887,387,917,417
mam_F_R_oly_2X_43.jpg,1024,1360,11,697,628,727,658
mam_F_R_oly_2X_43.jpg,1024,1360,12,438,326,468,356
mam_F_R_oly_2X_43.jpg,1024,1360,13,554,427,584,457
mam_F_R_oly_2X_43.jpg,1024,1360,14,634,530,664,560
mam_F_R_oly_2X_45.jpg,1024,1360,0,537,329,567,359
mam_F_R_oly_2X_45.jpg,1024,1360,1,560,410,590,440
mam_F_R_oly_2X_45.jpg,1024,1360,2,476,361,506,391
mam_F_R_oly_2X_45.jpg,1024,1360,3,431,337,461,367
mam_F_R_oly_2X_45.jpg,1024,1360,4,418,407,448,437
mam_F_R_oly_2X_45.jpg,1024,1360,5,399,350,429,380
mam_F_R_oly_2X_45.jpg,1024,1360,6,984,610,1014,640
mam_F_R_oly_2X_45.jpg,1024,1360,7,935,661,965,691
mam_F_R_oly_2X_45.jpg,1024,1360,8,651,506,681,536
mam_F_R_oly_2X_45.jpg,1024,1360,9,437,397,467,427
mam_F_R_oly_2X_45.jpg,1024,1360,10,912,467,942,497
mam_F_R_oly_2X_45.jpg,1024,1360,11,660,655,690,685
mam_F_R_oly_2X_45.jpg,1024,1360,12,445,297,475,327
mam_F_R_oly_2X_45.jpg,1024,1360,13,550,425,580,455
mam_F_R_oly_2X_45.jpg,1024,1360,14,614,544,644,574
mam_F_R_oly_2X_47.jpg,1024,1360,0,504,344,534,374
mam_F_R_oly_2X_47.jpg,1024,1360,1,551,419,581,449
mam_F_R_oly_2X_47.jpg,1024,1360,2,468,392,498,422
mam_F_R_oly_2X_47.jpg,1024,1360,3,412,379,442,409
mam_F_R_oly_2X_47.jpg,1024,1360,4,415,446,445,476
mam_F_R_oly_2X_47.jpg,1024,1360,5,389,399,419,429
mam_F_R_oly_2X_47.jpg,1024,1360,6,989,498,1019,528
mam_F_R_oly_2X_47.jpg,1024,1360,7,953,564,983,594
mam_F_R_oly_2X_47.jpg,1024,1360,8,658,489,688,519
mam_F_R_oly_2X_47.jpg,1024,1360,9,428,433,458,463
mam_F_R_oly_2X_47.jpg,1024,1360,10,882,380,912,410
mam_F_R_oly_2X_47.jpg,1024,1360,11,695,628,725,658
mam_F_R_oly_2X_47.jpg,1024,1360,12,415,339,445,369
mam_F_R_oly_2X_47.jpg,1024,1360,13,543,433,573,463
mam_F_R_oly_2X_47.jpg,1024,1360,14,630,536,660,566
mam_F_R_oly_2X_49.jpg,1024,1360,0,534,349,564,379
mam_F_R_oly_2X_49.jpg,1024,1360,1,573,417,603,447
mam_F_R_oly_2X_49.jpg,1024,1360,2,494,389,524,419
mam_F_R_oly_2X_49.jpg,1024,1360,3,439,376,469,406
mam_F_R_oly_2X_49.jpg,1024,1360,4,442,443,472,473
mam_F_R_oly_2X_49.jpg,1024,1360,5,414,395,444,425
mam_F_R_oly_2X_49.jpg,1024,1360,6,990,509,1020,539
mam_F_R_oly_2X_49.jpg,1024,1360,7,957,570,987,600
mam_F_R_oly_2X_49.jpg,1024,1360,8,664,486,694,516
mam_F_R_oly_2X_49.jpg,1024,1360,9,457,431,487,461
mam_F_R_oly_2X_49.jpg,1024,1360,10,895,394,925,424
mam_F_R_oly_2X_49.jpg,1024,1360,11,702,624,732,654
mam_F_R_oly_2X_49.jpg,1024,1360,12,444,339,474,369
mam_F_R_oly_2X_49.jpg,1024,1360,13,568,436,598,466
mam_F_R_oly_2X_49.jpg,1024,1360,14,640,529,670,559
mam_F_R_oly_2X_52.jpg,1024,1360,0,519,355,549,385
mam_F_R_oly_2X_52.jpg,1024,1360,1,557,420,587,450
mam_F_R_oly_2X_52.jpg,1024,1360,2,483,397,513,427
mam_F_R_oly_2X_52.jpg,1024,1360,3,438,385,468,415
mam_F_R_oly_2X_52.jpg,1024,1360,4,439,450,469,480
mam_F_R_oly_2X_52.jpg,1024,1360,5,416,406,446,436
mam_F_R_oly_2X_52.jpg,1024,1360,6,950,491,980,521
mam_F_R_oly_2X_52.jpg,1024,1360,7,929,547,959,577
mam_F_R_oly_2X_52.jpg,1024,1360,8,653,482,683,512
mam_F_R_oly_2X_52.jpg,1024,1360,9,452,434,482,464
mam_F_R_oly_2X_52.jpg,1024,1360,10,851,383,881,413
mam_F_R_oly_2X_52.jpg,1024,1360,11,692,607,722,637
mam_F_R_oly_2X_52.jpg,1024,1360,12,440,351,470,381
mam_F_R_oly_2X_52.jpg,1024,1360,13,550,437,580,467
mam_F_R_oly_2X_52.jpg,1024,1360,14,630,521,660,551
mam_F_R_oly_2X_54.jpg,1024,1360,0,514,347,544,377
mam_F_R_oly_2X_54.jpg,1024,1360,1,559,419,589,449
mam_F_R_oly_2X_54.jpg,1024,1360,2,472,393,502,423
mam_F_R_oly_2X_54.jpg,1024,1360,3,423,377,453,407
mam_F_R_oly_2X_54.jpg,1024,1360,4,424,448,454,478
mam_F_R_oly_2X_54.jpg,1024,1360,5,398,399,428,429
mam_F_R_oly_2X_54.jpg,1024,1360,6,986,522,1016,552
mam_F_R_oly_2X_54.jpg,1024,1360,7,948,581,978,611
mam_F_R_oly_2X_54.jpg,1024,1360,8,660,490,690,520
mam_F_R_oly_2X_54.jpg,1024,1360,9,439,435,469,465
mam_F_R_oly_2X_54.jpg,1024,1360,10,891,394,921,424
mam_F_R_oly_2X_54.jpg,1024,1360,11,693,631,723,661
mam_F_R_oly_2X_54.jpg,1024,1360,12,425,342,455,372
mam_F_R_oly_2X_54.jpg,1024,1360,13,549,436,579,466
mam_F_R_oly_2X_54.jpg,1024,1360,14,633,534,663,564
mam_F_R_oly_2X_57.jpg,1024,1360,0,518,342,548,372
mam_F_R_oly_2X_57.jpg,1024,1360,1,561,414,591,444
mam_F_R_oly_2X_57.jpg,1024,1360,2,479,387,509,417
mam_F_R_oly_2X_57.jpg,1024,1360,3,419,371,449,401
mam_F_R_oly_2X_57.jpg,1024,1360,4,428,442,458,472
mam_F_R_oly_2X_57.jpg,1024,1360,5,399,393,429,423
mam_F_R_oly_2X_57.jpg,1024,1360,6,975,568,1005,598
mam_F_R_oly_2X_57.jpg,1024,1360,7,669,486,699,516
mam_F_R_oly_2X_57.jpg,1024,1360,8,441,431,471,461
mam_F_R_oly_2X_57.jpg,1024,1360,9,904,382,934,412
mam_F_R_oly_2X_57.jpg,1024,1360,10,707,627,737,657
mam_F_R_oly_2X_57.jpg,1024,1360,11,425,331,455,361
mam_F_R_oly_2X_57.jpg,1024,1360,12,553,429,583,459
mam_F_R_oly_2X_57.jpg,1024,1360,13,640,529,670,559
mam_F_R_oly_2X_58.jpg,1024,1360,0,521,354,551,384
mam_F_R_oly_2X_58.jpg,1024,1360,1,559,430,589,460
mam_F_R_oly_2X_58.jpg,1024,1360,2,477,403,507,433
mam_F_R_oly_2X_58.jpg,1024,1360,3,421,387,451,417
mam_F_R_oly_2X_58.jpg,1024,1360,4,424,460,454,490
mam_F_R_oly_2X_58.jpg,1024,1360,5,392,409,422,439
mam_F_R_oly_2X_58.jpg,1024,1360,6,978,579,1008,609
mam_F_R_oly_2X_58.jpg,1024,1360,7,668,502,698,532
mam_F_R_oly_2X_58.jpg,1024,1360,8,440,447,470,477
mam_F_R_oly_2X_58.jpg,1024,1360,9,904,393,934,423
mam_F_R_oly_2X_58.jpg,1024,1360,10,713,649,743,679
mam_F_R_oly_2X_58.jpg,1024,1360,11,426,347,456,377
mam_F_R_oly_2X_58.jpg,1024,1360,12,552,447,582,477
mam_F_R_oly_2X_58.jpg,1024,1360,13,644,549,674,579
mam_F_R_oly_2X_59.jpg,1024,1360,0,516,362,546,392
mam_F_R_oly_2X_59.jpg,1024,1360,1,558,432,588,462
mam_F_R_oly_2X_59.jpg,1024,1360,2,479,405,509,435
mam_F_R_oly_2X_59.jpg,1024,1360,3,429,393,459,423
mam_F_R_oly_2X_59.jpg,1024,1360,4,430,457,460,487
mam_F_R_oly_2X_59.jpg,1024,1360,5,401,410,431,440
mam_F_R_oly_2X_59.jpg,1024,1360,6,988,517,1018,547
mam_F_R_oly_2X_59.jpg,1024,1360,7,957,575,987,605
mam_F_R_oly_2X_59.jpg,1024,1360,8,659,499,689,529
mam_F_R_oly_2X_59.jpg,1024,1360,9,443,446,473,476
mam_F_R_oly_2X_59.jpg,1024,1360,10,884,398,914,428
mam_F_R_oly_2X_59.jpg,1024,1360,11,695,636,725,666
mam_F_R_oly_2X_59.jpg,1024,1360,12,430,353,460,383
mam_F_R_oly_2X_59.jpg,1024,1360,13,551,447,581,477
mam_F_R_oly_2X_59.jpg,1024,1360,14,636,544,666,574
mam_F_R_oly_2X_60.jpg,1024,1360,0,537,348,567,378
mam_F_R_oly_2X_60.jpg,1024,1360,1,573,411,603,441
mam_F_R_oly_2X_60.jpg,1024,1360,2,494,385,524,415
mam_F_R_oly_2X_60.jpg,1024,1360,3,452,374,482,404
mam_F_R_oly_2X_60.jpg,1024,1360,4,452,438,482,468
mam_F_R_oly_2X_60.jpg,1024,1360,5,425,391,455,421
mam_F_R_oly_2X_60.jpg,1024,1360,6,964,490,994,520
mam_F_R_oly_2X_60.jpg,1024,1360,7,930,546,960,576
mam_F_R_oly_2X_60.jpg,1024,1360,8,665,473,695,503
mam_F_R_oly_2X_60.jpg,1024,1360,9,466,424,496,454
mam_F_R_oly_2X_60.jpg,1024,1360,10,875,385,905,415
mam_F_R_oly_2X_60.jpg,1024,1360,11,700,600,730,630
mam_F_R_oly_2X_60.jpg,1024,1360,12,452,341,482,371
mam_F_R_oly_2X_60.jpg,1024,1360,13,567,427,597,457
mam_F_R_oly_2X_60.jpg,1024,1360,14,638,509,668,539
mam_F_R_oly_2X_61.jpg,1024,1360,0,530,356,560,386
mam_F_R_oly_2X_61.jpg,1024,1360,1,570,424,600,454
mam_F_R_oly_2X_61.jpg,1024,1360,2,496,401,526,431
mam_F_R_oly_2X_61.jpg,1024,1360,3,438,386,468,416
mam_F_R_oly_2X_61.jpg,1024,1360,4,444,453,474,483
mam_F_R_oly_2X_61.jpg,1024,1360,5,418,408,448,438
mam_F_R_oly_2X_61.jpg,1024,1360,6,971,497,1001,527
mam_F_R_oly_2X_61.jpg,1024,1360,7,944,558,974,588
mam_F_R_oly_2X_61.jpg,1024,1360,8,677,492,707,522
mam_F_R_oly_2X_61.jpg,1024,1360,9,459,442,489,472
mam_F_R_oly_2X_61.jpg,1024,1360,10,865,384,895,414
mam_F_R_oly_2X_61.jpg,1024,1360,11,718,621,748,651
